GUID:{D1057998-6320-421d-B116-29C7F6D23B06},ObjectType,Stereotype,LSSTRequirements,Version,Name,Notes,ComplianceAssessment,ComplianceMethod,ComplianceStatusSummary,ComplianceDoc,VerificationOwner,RTA,VerificationLevel,VerificationMethod-Primary,VerficationMethod-Secondary,Verification Requirement,Success Criteria,Possible Requirement Changes/Notes
{BF9885FC-B338-4f02-A4E3-8D4E27B05D16},Requirement,requirement,DMS-REQ-0008,1,Pipeline Availability,"Specification: Except in cases of major disaster, the DMS shall have no unscheduled outages of the DMS pipelines extending over a period greater than productionMaxDowntime.  A major disaster is defined as a natural disaster or act of war (e.g. flood, fire, hostile acts) that compromises or threatens to compromise the health and integrity of the DMS physical facility, computing equipment, or operational personnel.Discussion: This applies to active productions only. It is allowed for the Alert Production to be down for longer periods during observatory scheduled maintenance, and for the Data Release Production to be down during development and validation periods between productions.",,,,,,,,Analysis,,"Hard to test how often the system crashes. Show that a night can be processed without crashes is good. Show that with ""chaos monkey"" the system recovers. Report statistics on processing precursor data. True up time statistics can only be obtained post commissioning.",,
{120B4FD7-66D4-4dce-A08C-EFC6545EE0C4},Class,constraintBlock,,1,productionAvailability,,,,,,,,,,,,,
{F427B2B1-FE9F-4d8f-9A17-FD16CBA1D256},Requirement,requirement,DMS-REQ-0163,1,Re-processing Capacity,"Specification: The DMS shall provide Processing, Storage, and Network resources capable of executing the DMS Data Release Production over all pre-existing survey data in a time no greater than drProcessingPeriod, without impacting observatory operations.",,,,,,,SL,Analysis,,"For simulated LSST-scale data, run a mini DRP and verify that the resources available for DR1 are sufficient when scaled up.",,
{98FE29DB-9C7D-4d37-A5DD-D549A81382E5},Class,constraintBlock,,1,drProductionInfrastructure,,,,,,,,,,,,,
{34C29161-3AC1-4226-8B80-228B0A431078},Requirement,requirement,DMS-REQ-0164,1,Temporary Storage for Communications Links,Specification: The infrastructure will provide for temporary storage for a minimum of 200% of the mean time to repair of any communications network link at the source end of that link.,,,,,,,,,,"Must define ""mean time to repair"" the network. Temporary storage will soon be at the summit and should be sized according to the MTTR value.",,
{B837D1E8-7451-4227-BFD5-97F4D7E3A227},Requirement,requirement,DMS-REQ-0165,1,"Infrastructure Sizing for ""catching up""","Specification: The infrastructure will be sized such that after outages, ""catch up"" processing of the temporarily stored raw image data may occur at the rate of one night’s observing data processed per day, without interrupting the current day's observatory operations.",,,,,,,SL,Inspection,,Verify that we have 150% L1 compute capacity available (or 200% depending on DMS-REQ-0162),,
{5A12684A-9E4B-47d1-BBE1-78E7CBB847E5},Requirement,requirement,DMS-REQ-0166,1,Incorporate Fault-Tolerance,Specification: The infrastructure will incorporate as fault-tolerance features to prevent loss of data in the event of hardware or software failure.,,,,,,,SL,Demonstration,,"For active infrastructure: Run ""chaos monkey"" tool to randomly bring down processes. Shutdown entire VMs during ingestion or data transfer. Power down entire switches on a rack. Check that all expected data products were archived correctly.  For archive infrastructure: show that data are replicated at different sites and that we can tell if data become corrupt.",,
{FD7B3385-1A14-4547-B68A-F244126D2EA6},Requirement,requirement,DMS-REQ-0167,1,Incorporate Autonomics,"Specification: The infrastructure will incorporate sufficient capability for self-diagnostics and recovery to provide for continuation of processing in the event of partial hardware or software failures.Discussion: It is understood that the system performance may degrade with increasing numbers of failures.",,,,,,,SL,Demonstration,,"Run L2 and L1 data processing with simulated/precursor data. Run ""chaos monkey"" tool to randomly bring down processes. Shutdown entire VMs during processing. Power down entire switches on a rack. Check that all expected data products were archived correctly with no loss. Will list all failure modes that we can think of and test against them. Include test for Byzantine failures.",,
{1443C6C1-978E-43e0-A71D-3DD5C816476D},Requirement,requirement,DMS-REQ-0168,1,Summit Facility Data Communications,"Specification: The DMS shall provide data communications infrastructure to accept science data and associated metadata read-outs, and the collection of ancillary and engineering data, for transfer to the base facility.",,,,,,,SL,Demonstration,,Simulated DAQ/OCS simulating the summit acquisition environment. Show that data from EFD and camera are accepted and transferred off site. Requirement should be adjusted to reflect data transfer to archive center.,,
{CF1DF46A-CD97-40d3-B9E8-80ADA769693E},Requirement,requirement,DMS-REQ-0170,1,Prefer Computing and Storage Down,Specification: The DMS computing and storage equipment will be preferentially located at a lower altitude Facility (Base or Archive Center) versus the Summit Facility due to lower support costs and fewer reliability issues. Therefore any processing that can be done in either location will be allocated to a lower altitude Facility.,,,,,,,SL,Inspection,,Agree that we have minimized compute and storage at summit.,,
{B9A15B72-3707-407c-8564-246CDE476856},Requirement,requirement,DMS-REQ-0315,1,DMS Communication with OCS,Specification: The DMS at the Base Site shall contain a component to accept control commands from and communicate with the OCS.,,,,,,,SL,Demonstration,,Show that a component exists and that it can communicate with the OCS at the (simulated) summit.,,
{C6418553-3CC7-491d-946C-7C0E6E587EA8},Requirement,requirement,DMS-REQ-0171,1,Summit to Base Network,Specification: The DMS shall provide communications infrastructure between the Summit Facility and the Base Facility sufficient to carry scientific data and associated metadata for each image in no more than time summToBaseMaxTransferTime.,,,,,,,SL,Demonstration,,Analyze the network and show that data acquired by a simulated DAQ/EFD can be transferred within the required time. Demonstrate with the real system during commissioning.,,
{438ABE96-289F-4833-8A1A-F6E5B569C923},Class,constraintBlock,,1,summToBaseNetwork,,,,,,,,,,,,,
{FA51A07B-3807-496a-A424-5A70162DE686},Requirement,requirement,DMS-REQ-0172,1,Summit to Base Network Availability,"Specification: The Summit to Base communications shall be highly available, with Mean Time Between Failures (MTBF) &gt; summToBaseNetMTBF.",,,,,,,LL,Analysis,,This requirement needs the network link to be active for a calculated amount of time without failure. May require modeling if failures are rare. More statistics will be acquired during commissioning.,,"Installation provider should provide MTBF data. (Done at the Subsystem level, not DM hence the LL)"
{4BC0B907-A666-43af-B36A-2A2819E75A93},Class,constraintBlock,,1,summToBaseAvailability,,,,,,,,,,,,,
{3559927C-CADD-4f4c-A2F4-E4FD984DF00D},Requirement,requirement,DMS-REQ-0173,1,Summit to Base Network Reliability,"Specification: The Summit to Base communications shall be highly reliable, with Mean Time to Repair (MTTR) &lt; summToBaseNetMTTR.",,,,,,,LL,Inspection,,See DMS-REQ-0172,,"Installation provider should provide MTBF data. (Done at the Subsystem level, not DM hence the LL)"
{B281A46D-D242-49b2-B240-7AE7165371CA},Class,constraintBlock,,1,summToBaseReliability,,,,,,,,,,,,,
{41789247-72AA-484d-A939-E47903F516D7},Requirement,requirement,DMS-REQ-0174,1,Summit to Base Network Secondary Link,"Specification: The Summit to Base communications shall provide at least one secondary link or transport mechanism for minimal operations support in the event of extended outage.  This link may include redundant fiber optics, microwaves, or transportable media.  It shall be capable of transferring one night's worth of raw data in summToBaseNet2TransMax or less.",,,,,,,SL,Demonstration,,Show that redundant links exist and demonstrate that data can be transferred using all routes.,,
{5E7C54AC-7516-42d3-8042-1AA942845D15},Class,constraintBlock,,1,summToBaseSecNetwork,,,,,,,,,,,,,
{E792EF2F-F848-408f-A7EE-CE3A3321C0B9},Requirement,requirement,DMS-REQ-0175,1,Summit to Base Network Ownership and Operation,Specification: The Summit to Base communications link shall be owned and operated by LSST and/or the operations entity to ensure responsiveness of support.,,,,,,,SL,Inspection,,Show certificate of ownership.,,
{5CB7C843-B8FF-4d09-994E-D986963E4C7E},Requirement,requirement,DMS-REQ-0176,1,Base Facility Infrastructure,"Specification: The Base Facility shall provide sufficient computing, storage, and network infrastructure to support buffering and forwarding of all raw and crosstalk-corrected image data to the Archive Facility, a complete copy of the Archive Facility data holdings, and compute facilities to support Commissioning activities.Discussion: The Base Facility is co-located with the Chilean DAC, and also serves as a back-up for the Archive Center in the event of disaster.",,,,,,,SL,Inspection,,Show that the base facility has sufficient resources.,,
{4EEC6686-BEF8-4bf1-8FEF-7147FA5AB231},Requirement,requirement,DMS-REQ-0177,1,Base Facility Temporary Storage,"Specification: The Base Facility shall provide at least a time minBaseStorage (or half of that amount, redundantly) of raw data storage in the event of Base to Archive Center network outage.",,,,,,,SL,Inspection,,Show that sufficient storage exists.,,
{7C089C43-DEC6-45ab-8F78-195BD6734EC3},Class,constraintBlock,,1,baseStorage,,,,,,,,,,,,,
{CC58B8D2-00BB-4d49-A186-8C53FFF868D0},Requirement,requirement,DMS-REQ-0178,1,Base Facility Co-Location with Existing Facility,Specification: The Base Facility shall be co-located at an existing facility to leverage existing support and facility resources,,,,,,,SL,Inspection,,Show that the base facility is co-located.,,
{B976F18D-4039-427a-B7FC-D84EF70FF574},Requirement,requirement,DMS-REQ-0316,1,Commissioning Cluster,Specification: The Base Facility shall include a compute cluster to be made available to the Systems Engineering group for use in commissioning.  Data Management will not administer or otherwise maintain this cluster following hardware installation. The budget for this cluster shall be at least 10% of the budget for Alert Production hardware.,,,,,,,SL,Inspection,,Show that the SE commissioning cluster exists. Check the budget spent on it and compare with AP budget. Verify that DM are not supporting the installation.,,
{0E477D69-B9A3-4172-A183-F552CF65FC71},Requirement,requirement,DMS-REQ-0180,1,Base to Archive Network,Specification: The DMS shall provide communications infrastructure between the Base Facility and the Archive Center sufficient to carry scientific data and associated metadata for a given night to support the Alert Production and related Level-1 processing at the Archive Center.,,,,,,,SL,Demonstration,,Show that the network link is fast enough.,,
{BF03B3C3-BCF2-40dd-9769-7215964D6521},Requirement,requirement,DMS-REQ-0181,1,Base to Archive Network Availability,"Specification: The Base to Archive communications shall be highly available, with MTBF &gt;  baseToArchNetMTBF.",,,,,,,SL,Demonstration,,Should start acquiring statistics as soon as network is available.,,
{D84BE200-3682-4321-8F53-960E37A2AB77},Class,constraintBlock,,1,baseToArchAvailability,,,,,,,,,,,,,
{5E74F810-0EA9-4f8d-B2CC-17EBE39AAAF3},Requirement,requirement,DMS-REQ-0182,1,Base to Archive Network Reliability,"Specification: The Base to Archive communications shall be highly reliable, with MTTR &lt;  baseToArchNetMTTR.",,,,,,,SL,Analysis,,Start acquiring statistics as soon as the network is installed. Analysis and modeling may be required to estimate MTTR.,,
{0E40A384-5206-40d9-A4D9-E628DE4DF96E},Class,constraintBlock,,1,baseToArchReliability,,,,,,,,,,,,,
{1CBF90C2-AF01-4e5a-A614-229C88524C96},Requirement,requirement,DMS-REQ-0183,1,Base to Archive Network Secondary Link,"Specification: The Base to Archive communications shall provide secondary link or transport mechanism (e.g. protected circuit) for operations support and ""catch up""  in the event of extended outage.  This secondary link shall be capable of ""bursting"" to at least twice the capacity of the primary link.",,,,,,,SL,Demonstration,,Show that second link exists. Demonstrate switch over. Validate speed.,,
{BAE6BF50-CB0E-46fd-A3BD-6F14D11675AF},Requirement,requirement,DMS-REQ-0185,1,Archive Center,"Specification: The Archive Center shall provide computing, storage, and network infrastructure to support, simultaneously: nightly processing including image processing, detection, association, and moving object pipelines, and the generation of all time-critical data products, i.e. alerts; the data release production, including Level-2 data product creation, permanent storage for all data products (with provenance), including federated Level-3 products; and serve data for replication to data centers and end user sites.",,,,,,,SL,Demonstration,,"Show that sufficient resources exist. Show that AP, DRP and L3 systems can be run simultaneously. ",,
{D9DCEF45-8563-45c6-BC4F-320769E0588B},Requirement,requirement,DMS-REQ-0186,1,Archive Center Disaster Recovery,"Specification: The Archive Center shall provide disaster recovery support preventing loss of LSST data in the case of infrastructure or facility-threatening events.  This support shall enable recovery of all LSST archived data from backed up sources, including Data Access Centers.",,,,,,,SL,Demonstration,,Inspect plan for disaster recovery. Trigger fake data loss event and demonstrate that data are recovered.,,
{522EC99D-765B-4981-AB55-7EBB002ACC08},Requirement,requirement,DMS-REQ-0187,1,Archive Center Co-Location with Existing Facility,Specification: The Archive Center shall be hosted at an existing NSF/DOE-funded supercomputing center.,,,,,,,SL,Inspection,,Show that NCSA is NSF funded or that SLAC is DOE funded.,,
{9D678126-0852-4966-A5B2-81D99C3E93F4},Requirement,requirement,DMS-REQ-0188,1,Archive to Data Access Center Network,Specification: The DMS shall provide communications infrastructure between the Archive Center and Data Access Centers sufficient to carry scientific data and associated metadata in support of community and EPO access. Aggregate bandwidth for data transfers from the Archive Center to Data Centers shall be at least archToDacBandwidth.,,,,,,,SL,Demonstration,,Make test data transfers between the archive center and all the DACs. Verify that the bandwidth exceeds the required threshold.,,
{341AC615-7811-47c0-BD7D-2BA77B9A5A49},Class,constraintBlock,,1,archToDacNetwork,,,,,,,,,,,,,
{B10A46B0-1402-43c8-9891-CA25A896F6DF},Requirement,requirement,DMS-REQ-0189,1,Archive to Data Access Center Network Availability,"Specification: The Archive to Data Access Center communications shall be highly available, with MTBF &gt; archToDacNetMTBF.",,,,,,,SL,Demonstration,,Record statistics as soon as link is active. Analyze statistics. Demonstrate connectivity to all DACs.,,
{241987EA-C9C4-48bc-9619-FD1BCA974B2C},Class,constraintBlock,,1,archToDacAvailability,,,,,,,,,,,,,
{842396C8-A8CF-45db-BBB5-B7AA2C8469B4},Requirement,requirement,DMS-REQ-0190,1,Archive to Data Access Center Network Reliability,"Specification: The Archive to Data Access Center communications shall be highly reliable, with MTTR &lt; archToDacNetMTTR.",,,,,,,SL,Demonstration,,Record statistics as soon as link is active. Analyze statistics. Demonstrate connectivity to all DACs. Might require modeling if link has never gone down.,,
{2CC6A1FC-3C16-4065-A306-7D87844C60E6},Class,constraintBlock,,1,archToDacReliability,,,,,,,,,,,,,
{DF899625-7B3D-462e-B38A-6D60B042DEA8},Requirement,requirement,DMS-REQ-0191,1,Archive to Data Access Center Network Secondary Link,"Specification: The Archive to Data Access Center communications shall provide secondary link or transport mechanism (e.g. protected circuit) for operations support and ""catch up"" in the event of extended outage.",,,,,,,SL,Demonstration,,Kill main link. Show that transfers still occur.,,
{A896440A-4A01-4801-AAC4-02028E12307D},Requirement,requirement,DMS-REQ-0193,1,Data Access Centers,"Specification: The Data Access Centers shall provide computing, storage, and network infrastructure to support open access to LSST data products (with provenance) by end users.",,,,,,,SL,Demonstration,,"Show that computing, storage and network meet the design goals.",,
{43B8F0F1-7C86-4042-BB09-17B82CF84D87},Requirement,requirement,DMS-REQ-0194,1,Data Access Center Simultaneous Connections,Specification: At least dacMinConnections simultaneous connections shall be supported at each Data Access Center.,,,,,,,SL,Demonstration,,Simulate simultaneous connections and show that the minimum number are supported.,,
{F4DB8928-37D0-4ecb-A06B-76DBD86BA039},Class,constraintBlock,,1,dacConnections,,,,,,,,,,,,,
{14C968DC-03B5-46ae-A346-A005D5E16AA2},Requirement,requirement,DMS-REQ-0122,1,Access to catalogs for external Level 3 processing,Specification: The DMS shall facilitate Level 3 catalog processing that may take place at external facilities outside the DACs.  This will principally be by facilitating the export of catalogs and the provision of tools for maintaining and validating exported data.,,,,,,,SL,Demonstration,,Show that a catalog can be exported. Verify that content matches the archive values. Demonstrate that catalog export will work with multiple data releases.,,
{8C0E9256-238B-4362-89C7-0E0D263D81D2},Requirement,requirement,DMS-REQ-0126,1,Access to images for external Level 3 processing,Specification: The DMS shall facilitate Level 3 image processing that may take place at external facilities outside the DACs.  This will principally be by facilitating the export of image datasets and the provision of tools for maintaining and validating exported data. ,,,,,,,SL,Demonstration,,Show that images can be exported. Similar comments as for DMS-REQ-0122 regarding maintenance and validation tools.,,
{DF3B7ECF-A607-4559-A625-E043B92D4FA9},Requirement,requirement,DMS-REQ-0123,1,Access to input catalogs for DAC-based Level 3 processing,"Specification: The DMS shall provide access to all Level 1 and Level 2 catalog products through the LSST project's Data Access Centers, and any others that have been established and funded, for Level 3 processing that takes place at the DACs.",,,,,,,SL,Demonstration,,Show that a L3 job can access L1 and L2 catalogs.,,
{F0E67170-054F-4557-87B9-24F5F6170A7D},Requirement,requirement,DMS-REQ-0127,1,Access to input images for DAC-based Level 3 processing,"Specification: The DMS shall provide access to all Level 1 and Level 2 image products through the LSST project's Data Access Centers, and any others that have been established and funded, for Level 3 processing that takes place at the DACs.",,,,,,,SL,Demonstration,,Show that a L3 job can access L1 and L2 image products.,,
{2539D6E9-065C-4bb6-AF03-290EA4225C67},Requirement,requirement,DMS-REQ-0124,1,Federation with external catalogs,"Specification: The DMS shall provide a means for federating Level 1, 2, and 3 catalogs with externally provided catalogs, for joint analysis.  The DMS shall provide specifications for how external data must be provided in order for this to be achieved. The DMS shall strive to support community standards in this regard, including, but not limited to, virtual observatory facilities that may be available during the project lifetime.",,,,,,,SL,Demonstration,,Show that an external catalog can be combined with L1/2/3 catalogs. Show that the specification document exists. Show that more that at least one community standard is supported.,,
{9B8E2D93-2D67-4129-A930-1E9328C06AA8},Requirement,requirement,DMS-REQ-0196,1,Data Access Center Geographical Distribution,Specification: The Data Access Centers will be hosted at facilities selected in at least the U.S. and the observatory host country to permit widest possible access to LSST data with the fewest possible network hops.,,,,,,,SL,Inspection,,Show that we have at least one DAC in the US and one DAC in Chile.,,
{4BA4298F-BF4A-4082-A689-C69DB5270C93},Requirement,requirement,DMS-REQ-0197,1,No Limit on Data Access Centers,"Specification: The number of Data Access Centers shall be limited only by available internal or external funding.  No architectural constraints will be placed on the DMS that prohibit the addition of Data Access Centers at any time, subject to funding.",,,,,,,SL,Demonstration,,Show that we have more than one DAC. Show that adding a new DAC is a documented procedure.,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
